DATE,CUSIP,ISIN,SEDOL,NAME,TICKER,MARKET_VALUE_LOCAL,MARKET_VALUE_BASE,FUND_WEIGHT,SHARES_HELD,COUPON,MATURITY_DATE,SECTOR,COUNTRY
10/31/2019,J11508124,JP3505000004,6251363,DAIWA HOUSE INDUSTRY CO LTD COMMON STOCK JPY,1925,"1,116,818.80","10,330.87",0.1231,299,,1/1/1900,Real Estate,JAPAN
10/31/2019,J39530100,JP3862800004,6555708,MAKINO MILLING MACHINE CO LTD COMMON STOCK JPY,6135,"1,116,509.17","10,328.01",0.1231,205,,1/1/1900,Industrials,JAPAN
10/31/2019,G10877127,GB00BH0P3Z91,BH0P3Z9,BHP GROUP PLC COMMON STOCK GBP 0.5,,"7,962.27","10,303.17",0.1228,487,,1/1/1900,Materials,UNITED KINGDOM
10/31/2019,G2026G137,GB0002162385,216238,AVIVA PLC COMMON STOCK GBP 25,,"7,964.46","10,306.01",0.1228,"1,918",,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,G25425102,GB00B8VZXT93,B8VZXT9,CREST NICHOLSON HOLDINGS PLC COMMON STOCK GBP 5,,"7,937.19","10,270.72",0.1224,"2,044",,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,10679108,CA0106791084,B40B271,ALACER GOLD CORP COMMON STOCK CAD 0,ASR,"13,448.37","10,231.95",0.1219,"2,063",,1/1/1900,Materials,CANADA
10/31/2019,J52968104,JP3734800000,6640682,NIDEC CORP COMMON STOCK JPY,6594,"1,103,515.09","10,207.81",0.1216,69,,1/1/1900,Industrials,JAPAN
10/31/2019,J30642169,JP3205800000,6483809,KAO CORP COMMON STOCK JPY,4452,"1,098,433.84","10,160.81",0.1211,126,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,G7052T101,GB00B0H2K534,B0H2K53,PETROFAC LTD COMMON STOCK GBP 0.02,,"7,816.75","10,114.88",0.1205,"2,034",,1/1/1900,Energy,UNITED KINGDOM
10/31/2019,G23296208,GB00BD6K4575,BD6K457,COMPASS GROUP PLC COMMON STOCK GBP 11.05,,"7,772.88","10,058.11",0.1199,378,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,Y20246107,SG1L01001701,6175203,DBS GROUP HOLDINGS LTD COMMON STOCK SGD 0,D05,"13,669.33","10,043.96",0.1197,526,,1/1/1900,Financials,SINGAPORE
10/31/2019,N0605M147,NL0006237562,5769209,ARCADIS NV COMMON STOCK EUR 0.02,,"9,000.01","10,040.86",0.1196,508,,1/1/1900,Industrials,NETHERLANDS
10/31/2019,T05040109,IT0000062072,4056719,ASSICURAZIONI GENERALI SPA COMMON STOCK EUR 1,,"8,988.29","10,027.79",0.1195,495,,1/1/1900,Financials,ITALY
10/31/2019,J6174U100,JP3198900007,6648891,ORIENTAL LAND CO LTD/JAPAN COMMON STOCK JPY,4661,"1,082,065.01","10,009.39",0.1193,68,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,G61614122,GB00B1FP6H53,B1FP6H5,MITCHELLS & BUTLERS PLC COMMON STOCK GBP 8.54167,,"7,663.80","9,916.96",0.1182,"1,799",,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,Y3506N139,HK0388045442,6267359,HONG KONG EXCHANGES & CLEARING LTD COMMON STOCK,388,"76,852.10","9,805.44",0.1168,314,,1/1/1900,Financials,HONG KONG
10/31/2019,D12096117,DE0005190003,5756029,BAYERISCHE MOTOREN WERKE AG COMMON STOCK EUR 1,,"8,767.61","9,781.58",0.1166,128,,1/1/1900,Consumer Discretionary,GERMANY
10/31/2019,Q0436N204,AU000000APE3,6296201,AP EAGERS LTD COMMON STOCK AUD 0,APE,"14,165.79","9,759.52",0.1163,"1,157",,1/1/1900,Consumer Discretionary,AUSTRALIA
10/31/2019,D19225107,DE0005552004,4617859,DEUTSCHE POST AG COMMON STOCK EUR 0,,"8,737.58","9,748.08",0.1162,275,,1/1/1900,Industrials,GERMANY
10/31/2019,436913107,CA4369131079,2434180,HOME CAPITAL GROUP INC COMMON STOCK CAD 0,HCG,"12,816.08","9,750.89",0.1162,473,,1/1/1900,Financials,CANADA
10/31/2019,J78529138,JP3397200001,6865504,SUZUKI MOTOR CORP COMMON STOCK JPY,7269,"1,049,776.76","9,710.71",0.1157,204,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J74358144,JP3351600006,6805265,SHISEIDO CO LTD COMMON STOCK JPY,4911,"1,047,236.91","9,687.22",0.1154,117,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,E8471S130,ES0173516115,5669354,REPSOL SA COMMON STOCK EUR 1,,"8,613.38","9,609.52",0.1145,586,,1/1/1900,Energy,SPAIN
10/31/2019,G16612106,GB0030913577,3091357,BT GROUP PLC COMMON STOCK GBP 5,,"7,401.42","9,577.43",0.1141,"3,616",,1/1/1900,Communication Services,UNITED KINGDOM
10/31/2019,G2177B101,KYG2177B1014,BYZQ077,CK ASSET HOLDINGS LTD COMMON STOCK HKD 1,1113,"74,521.82","9,508.12",0.1133,"1,362",,1/1/1900,Real Estate,HONG KONG
10/31/2019,T8647K106,IT0000784154,4731027,SOCIETA CATTOLICA DI ASSICURAZIONI SC COMMON STOCK,,"8,522.88","9,508.55",0.1133,"1,091",,1/1/1900,Financials,ITALY
10/31/2019,X5S8VL105,FI4000297767,BYZF9J9,NORDEA BANK ABP COMMON STOCK SEK 1,,"90,739.01","9,418.33",0.1122,"1,285",,1/1/1900,Financials,SWEDEN
10/31/2019,E6282J125,ES0148396007,BP9DL90,INDUSTRIA DE DISENO TEXTIL SA COMMON STOCK EUR,,"8,415.31","9,388.54",0.1119,301,,1/1/1900,Consumer Discretionary,SPAIN
10/31/2019,J13440102,JP3802400006,6356934,FANUC CORP COMMON STOCK JPY,6954,"1,012,756.48","9,368.27",0.1116,47,,1/1/1900,Industrials,JAPAN
10/31/2019,Y64248209,SG1S04926220,B0F9V20,OVERSEA-CHINESE BANKING CORP LTD COMMON STOCK SGD,O39,"12,553.41","9,224.01",0.1099,"1,145",,1/1/1900,Financials,SINGAPORE
10/31/2019,D0R9AT103,DE000A0JK2A8,B17NLM7,AURELIUS EQUITY OPPORTUNITIES SE & CO KGAA COMMON,,"8,244.54","9,198.02",0.1096,223,,1/1/1900,Financials,GERMANY
10/31/2019,H0010V101,CH0012221716,7108899,ABB LTD COMMON STOCK CHF 0.12,,"9,055.69","9,177.29",0.1094,438,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,N31065142,NL0000288876,4798271,EUROCOMMERCIAL PROPERTIES NV DUTCH CERT EUR 5,,"8,221.38","9,172.18",0.1093,287,,1/1/1900,Real Estate,NETHERLANDS
10/31/2019,H25662182,CH0210483332,BCRWZ18,CIE FINANCIERE RICHEMONT SA COMMON STOCK CHF 1,,"9,039.07","9,160.45",0.1092,116,,1/1/1900,Consumer Discretionary,SWITZERLAND
10/31/2019,J03393105,JP3942400007,6985383,ASTELLAS PHARMA INC COMMON STOCK JPY,4503,"984,838.00","9,110.01",0.1086,530,,1/1/1900,Health Care,JAPAN
10/31/2019,633067103,CA6330671034,2077303,NATIONAL BANK OF CANADA COMMON STOCK CAD 0,NA,"11,954.25","9,095.18",0.1084,176,,1/1/1900,Financials,CANADA
10/31/2019,J71004139,JP3423800006,6795203,SENKO GROUP HOLDINGS CO LTD COMMON STOCK JPY,9069,"982,649.80","9,089.77",0.1083,"1,122",,1/1/1900,Industrials,JAPAN
10/31/2019,J43873116,JP3902400005,6597045,MITSUBISHI ELECTRIC CORP COMMON STOCK JPY,6503,"980,402.77","9,068.99",0.1081,630,,1/1/1900,Industrials,JAPAN
10/31/2019,R4446E112,NO0010096985,7133608,EQUINOR ASA COMMON STOCK NOK 2.5,,"82,846.94","9,023.54",0.1075,487,,1/1/1900,Energy,NORWAY
10/31/2019,13645T100,CA13645T1003,2793115,CANADIAN PACIFIC RAILWAY LTD COMMON STOCK CAD,CP,"11,833.29","9,003.15",0.1073,40,,1/1/1900,Industrials,CANADA
10/31/2019,J1927C101,JP3046220004,B064LV3,HEIWA REAL ESTATE REIT INC REIT JPY,8966,"972,734.55","8,998.05",0.1072,7,,1/1/1900,Real Estate,JAPAN
10/31/2019,B6346B111,BE0974258874,5827431,BEKAERT SA COMMON STOCK EUR 0,,"8,045.27","8,975.71",0.107,322,,1/1/1900,Materials,BELGIUM
10/31/2019,G7041J107,GB00BJ62K685,BJ62K68,PETS AT HOME GROUP PLC COMMON STOCK GBP 1,,"6,899.43","8,927.86",0.1064,"3,346",,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,J59697102,JP3176000002,6656485,OGAKI KYORITSU BANK LTD/THE COMMON STOCK JPY,8361,"965,192.84","8,928.29",0.1064,367,,1/1/1900,Financials,JAPAN
10/31/2019,J46840104,JP3914400001,6610403,MURATA MANUFACTURING CO LTD COMMON STOCK JPY,6981,"964,735.47","8,924.06",0.1063,165,,1/1/1900,Information Technology,JAPAN
10/31/2019,K9419V113,DK0010311471,B06JSP1,SYDBANK A/S COMMON STOCK DKK 10,,"59,701.79","8,916.57",0.1062,454,,1/1/1900,Financials,DENMARK
10/31/2019,Q7007B105,AU000000NUF3,6335331,NUFARM LTD/AUSTRALIA COMMON STOCK AUD 0,NUF,"12,916.50","8,898.82",0.106,"2,182",,1/1/1900,Materials,AUSTRALIA
10/31/2019,J9436B100,JP3394400000,B2PNJP5,UNIZO HOLDINGS CO LTD COMMON STOCK JPY,3258,"954,475.21","8,829.15",0.1052,191,,1/1/1900,Real Estate,JAPAN
10/31/2019,F80343100,FR0000125007,7380482,CIE DE SAINT-GOBAIN COMMON STOCK EUR 4,,"7,900.04","8,813.67",0.105,217,,1/1/1900,Industrials,FRANCE
10/31/2019,J61933123,JP3200450009,6661144,ORIX CORP COMMON STOCK JPY,8591,"952,601.06","8,811.81",0.105,558,,1/1/1900,Financials,JAPAN
10/31/2019,J75175109,JP3360300002,6805629,SHOWA CORP COMMON STOCK JPY,7274,"951,615.99","8,802.70",0.1049,418,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,891054603,CA8910546032,BD2NKY1,TOREX GOLD RESOURCES INC COMMON STOCK CAD 0,TXG,"11,538.16","8,778.61",0.1046,599,,1/1/1900,Materials,CANADA
10/31/2019,G8842P102,GB0007908733,790873,SSE PLC COMMON STOCK GBP 50,,"6,776.87","8,769.27",0.1045,528,,1/1/1900,Utilities,UNITED KINGDOM
10/31/2019,G5852L104,GB00B1JQDM80,B1JQDM8,MARSTON'S PLC COMMON STOCK GBP 7.375,,"6,720.07","8,695.76",0.1036,"5,450",,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,J71348106,JP3352000008,6804165,77 BANK LTD/THE COMMON STOCK JPY,8341,"939,492.64","8,690.56",0.1036,545,,1/1/1900,Financials,JAPAN
10/31/2019,J6354Y120,JP3866800000,6572707,PANASONIC CORP COMMON STOCK JPY,6752,"936,870.07","8,666.30",0.1033,"1,022",,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,F61824144,FR0000121261,4588364,CIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,,"7,729.02","8,622.88",0.1027,71,,1/1/1900,Consumer Discretionary,FRANCE
10/31/2019,G4720C107,GB0004544929,454492,IMPERIAL BRANDS PLC COMMON STOCK GBP 10,,"6,662.07","8,620.72",0.1027,394,,1/1/1900,Consumer Staples,UNITED KINGDOM
10/31/2019,E04648114,ES0109067019,B3MSM28,AMADEUS IT GROUP SA COMMON STOCK EUR 0.01,,"7,637.10","8,520.33",0.1015,115,,1/1/1900,Information Technology,SPAIN
10/31/2019,F8591M517,FR0000130809,5966516,SOCIETE GENERALE SA COMMON STOCK EUR 1.25,,"7,627.93","8,510.10",0.1014,300,,1/1/1900,Financials,FRANCE
10/31/2019,928856301,SE0000115446,B1QH830,VOLVO AB COMMON STOCK SEK 1.2,,"81,937.95","8,504.82",0.1013,567,,1/1/1900,Industrials,SWEDEN
10/31/2019,J47098108,JP3813200007,6619905,NACHI-FUJIKOSHI CORP COMMON STOCK JPY,6474,"914,957.54","8,463.60",0.1009,174,,1/1/1900,Industrials,JAPAN
10/31/2019,Y9T10P105,SG1M31001969,6916781,UNITED OVERSEAS BANK LTD COMMON STOCK SGD 0,U11,"11,494.09","8,445.64",0.1006,428,,1/1/1900,Financials,SINGAPORE
10/31/2019,J59399121,JP3165650007,6129277,NTT DOCOMO INC COMMON STOCK JPY,9437,"905,359.00","8,374.81",0.0998,304,,1/1/1900,Communication Services,JAPAN
10/31/2019,62910L102,CA62910L1022,BD3HFC5,NFI GROUP INC,NFI,"10,972.09","8,347.92",0.0995,379,,1/1/1900,Industrials,CANADA
10/31/2019,J90741133,JP3619800000,6900502,TOYOBO CO LTD COMMON STOCK JPY,3101,"901,823.02","8,342.10",0.0994,613,,1/1/1900,Materials,JAPAN
10/31/2019,J1257M109,JP3783600004,6298542,EAST JAPAN RAILWAY CO COMMON STOCK JPY,9020,"897,438.65","8,301.55",0.0989,91,,1/1/1900,Industrials,JAPAN
10/31/2019,G87976109,GB0003753778,375377,GO-AHEAD GROUP PLC/THE COMMON STOCK GBP 10,,"6,404.79","8,287.80",0.0988,313,,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,89612W102,CA89612W1023,B4NP281,TRICON CAPITAL GROUP INC COMMON STOCK CAD 0,TCN,"10,863.13","8,265.02",0.0985,"1,019",,1/1/1900,Real Estate,CANADA
10/31/2019,G59248180,GB00BYNVD082,BYNVD08,MCCARTHY & STONE PLC COMMON STOCK GBP 8,,"6,381.82","8,258.07",0.0984,"4,356",,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,J29868106,JP3217100001,6483467,KANEMATSU CORP COMMON STOCK JPY,8020,"892,696.00","8,257.68",0.0984,673,,1/1/1900,Industrials,JAPAN
10/31/2019,J22848105,JP3837800006,6441506,HOYA CORP COMMON STOCK JPY,7741,"892,013.93","8,251.37",0.0983,93,,1/1/1900,Health Care,JAPAN
10/31/2019,781903604,CA7819036046,2248808,RUSSEL METALS INC COMMON STOCK CAD 0,RUS,"10,839.26","8,246.86",0.0983,501,,1/1/1900,Industrials,CANADA
10/31/2019,J60772100,JP3194000000,6657682,OKI ELECTRIC INDUSTRY CO LTD COMMON STOCK JPY,6703,"891,400.86","8,245.70",0.0983,613,,1/1/1900,Information Technology,JAPAN
10/31/2019,X70955103,PTREL0AM0008,B233HR5,REN - REDES ENERGETICAS NACIONAIS SGPS SA COMMON,,"7,389.16","8,243.71",0.0982,"2,778",,1/1/1900,Utilities,PORTUGAL
10/31/2019,96467A200,CA96467A2002,B418WK4,WHITECAP RESOURCES INC COMMON STOCK CAD 0,WCP,"10,822.31","8,233.96",0.0981,"2,949",,1/1/1900,Energy,CANADA
10/31/2019,D6629K109,DE0007037129,4768962,RWE AG COMMON STOCK EUR 0,,"7,377.58","8,230.80",0.0981,270,,1/1/1900,Utilities,GERMANY
10/31/2019,Q57085286,AU000000MQG1,B28YTC2,MACQUARIE GROUP LTD COMMON STOCK AUD 0,MQG,"11,950.41","8,233.24",0.0981,89,,1/1/1900,Financials,AUSTRALIA
10/31/2019,J09748104,JP3476480003,B601QS4,DAI-ICHI LIFE HOLDINGS INC COMMON STOCK JPY,8750,"889,290.51","8,226.17",0.098,498,,1/1/1900,Financials,JAPAN
10/31/2019,J03612108,JP3126800006,6068961,AWA BANK LTD/THE COMMON STOCK JPY,8388,"885,542.66","8,191.51",0.0976,341,,1/1/1900,Financials,JAPAN
10/31/2019,H8404J162,CH0014852781,7437805,SWISS LIFE HOLDING AG COMMON STOCK CHF 5.1,,"8,063.07","8,171.34",0.0974,16,,1/1/1900,Financials,SWITZERLAND
10/31/2019,J78400108,JP3411000007,6864329,SURUGA BANK LTD COMMON STOCK JPY,8358,"880,823.01","8,147.85",0.0971,"1,862",,1/1/1900,Financials,JAPAN
10/31/2019,J77282119,JP3404600003,6858946,SUMITOMO CORP COMMON STOCK JPY,8053,"874,964.80","8,093.66",0.0964,496,,1/1/1900,Industrials,JAPAN
10/31/2019,F22736106,FR0010667147,BNFWV75,COFACE SA COMMON STOCK EUR 2,,"7,229.71","8,065.82",0.0961,738,,1/1/1900,Financials,FRANCE
10/31/2019,F22797108,FR0000045072,7262610,CREDIT AGRICOLE SA COMMON STOCK EUR 3,,"7,115.94","7,938.90",0.0946,609,,1/1/1900,Financials,FRANCE
10/31/2019,D1882G119,DE0005810055,7021963,DEUTSCHE BOERSE AG COMMON STOCK EUR 0,,"7,101.27","7,922.54",0.0944,51,,1/1/1900,Financials,GERMANY
10/31/2019,82509L107,CA82509L1076,BX865C7,SHOPIFY INC COMMON STOCK CAD,SHOP,"10,409.21","7,919.67",0.0944,25,,1/1/1900,Information Technology,CANADA
10/31/2019,J29699105,JP3386450005,B627LW9,JXTG HOLDINGS INC COMMON STOCK JPY,5020,"856,450.41","7,922.39",0.0944,"1,681",,1/1/1900,Energy,JAPAN
10/31/2019,G32655105,GB00B19NLV48,B19NLV4,EXPERIAN PLC COMMON STOCK GBP 0.1,,"6,086.43","7,875.84",0.0938,251,,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,J7165H108,JP3422950000,B0FS5D6,SEVEN & I HOLDINGS CO LTD COMMON STOCK JPY,3382,"848,740.89","7,851.08",0.0936,207,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,G54404127,GB0005603997,560399,LEGAL & GENERAL GROUP PLC COMMON STOCK GBP 2.5,,"6,067.61","7,851.49",0.0936,"2,301",,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,J86957115,JP3571400005,6895675,TOKYO ELECTRON LTD COMMON STOCK JPY,8035,"839,739.49","7,767.81",0.0926,38,,1/1/1900,Information Technology,JAPAN
10/31/2019,W48102128,SE0000107419,5679591,INVESTOR AB COMMON STOCK SEK 6.25,,"74,106.30","7,691.92",0.0917,150,,1/1/1900,Financials,SWEDEN
10/31/2019,Q98418108,AU000000WOW2,6981239,WOOLWORTHS GROUP LTD COMMON STOCK AUD 0,WOW,"11,134.79","7,671.31",0.0914,298,,1/1/1900,Consumer Staples,AUSTRALIA
10/31/2019,816922108,CA8169221089,2795371,SEMAFO INC COMMON STOCK CAD 0,SMF,"10,074.75","7,665.20",0.0913,"2,371",,1/1/1900,Materials,CANADA
10/31/2019,F5310M109,FR0000073298,B188NJ2,IPSOS COMMON STOCK EUR 0.25,,"6,860.23","7,653.62",0.0912,254,,1/1/1900,Communication Services,FRANCE
10/31/2019,J29557105,JP3215200001,6482903,KANAMOTO CO LTD COMMON STOCK JPY,9678,"823,505.73","7,617.65",0.0908,282,,1/1/1900,Industrials,JAPAN
10/31/2019,67077M108,CA67077M1086,BDRJLN0,NUTRIEN LTD COMMON STOCK USD,NTR,"10,000.73","7,608.88",0.0907,159,,1/1/1900,Materials,CANADA
10/31/2019,G9339E105,GB00B82YXW83,B82YXW8,VESUVIUS PLC COMMON STOCK GBP 10,,"5,873.90","7,600.83",0.0906,"1,471",,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,X9862Q104,FI0009800643,B11BQV1,YIT OYJ COMMON STOCK EUR 0,,"6,816.50","7,604.83",0.0906,"1,267",,1/1/1900,Industrials,FINLAND
10/31/2019,F65277109,FR0000044448,7130836,NEXANS SA COMMON STOCK EUR 1,,"6,801.35","7,587.92",0.0904,187,,1/1/1900,Industrials,FRANCE
10/31/2019,H63270120,CH0012214059,7110753,LAFARGEHOLCIM LTD COMMON STOCK CHF 2,,"7,468.74","7,569.03",0.0902,147,,1/1/1900,Materials,SWITZERLAND
10/31/2019,X9518S108,FI0009005987,5051252,UPM-KYMMENE OYJ COMMON STOCK EUR 0,,"6,768.77","7,551.58",0.09,232,,1/1/1900,Materials,FINLAND
10/31/2019,J0845T105,JP3297330007,B2Q4CF8,COCOKARA FINE INC COMMON STOCK JPY,3098,"816,061.62","7,548.79",0.09,136,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,N95060120,NL0000289213,4948623,WERELDHAVE NV REIT EUR 1,,"6,686.26","7,459.52",0.0889,315,,1/1/1900,Real Estate,NETHERLANDS
10/31/2019,J7676H100,JP3814800003,6356406,SUBARU CORP COMMON STOCK JPY,7270,"806,733.78","7,462.50",0.0889,258,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,G88473148,GB00B1YW4409,B1YW440,3I GROUP PLC COMMON STOCK GBP 73.8636,,"5,724.42","7,407.40",0.0883,507,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,J57160129,JP3672400003,6642860,NISSAN MOTOR CO LTD COMMON STOCK JPY,7201,"800,776.67","7,407.40",0.0883,"1,162",,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J0195H107,JP3968600001,6721930,ARCS CO LTD COMMON STOCK JPY,9948,"800,495.35","7,404.79",0.0882,366,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,301283107,CA3012831077,B3VHDS9,EXCHANGE INCOME CORP COMMON STOCK CAD 0,EIF,"9,725.75","7,399.67",0.0882,249,,1/1/1900,Industrials,CANADA
10/31/2019,J15414113,JP3818800009,6356826,FUJITEC CO LTD COMMON STOCK JPY,6406,"799,855.57","7,398.88",0.0882,503,,1/1/1900,Industrials,JAPAN
10/31/2019,D1764R100,DE000A1ML7J1,BBJPFY1,VONOVIA SE COMMON STOCK EUR,,"6,518.88","7,272.78",0.0867,137,,1/1/1900,Real Estate,GERMANY
10/31/2019,N7203C108,NL0009739416,5481558,POSTNL NV COMMON STOCK EUR 0.08,,"6,510.54","7,263.48",0.0866,"3,164",,1/1/1900,Industrials,NETHERLANDS
10/31/2019,94106B101,CA94106B1013,BYQFRK5,WASTE CONNECTIONS INC COMMON STOCK CAD 0,WCN,"9,530.41","7,251.05",0.0864,78,,1/1/1900,Industrials,CANADA
10/31/2019,G25508105,IE0001827041,182704,CRH PLC COMMON STOCK EUR 0.32,,"5,582.02","7,223.14",0.0861,198,,1/1/1900,Materials,UNITED KINGDOM
10/31/2019,J2308V106,JP3286500008,B02QLW4,MIZUHO LEASING CO LTD COMMON STOCK JPY,8425,"780,495.36","7,219.79",0.086,254,,1/1/1900,Financials,JAPAN
10/31/2019,J02100113,JP3116000005,6054409,ASAHI GROUP HOLDINGS LTD COMMON STOCK JPY,2502,"778,198.26","7,198.54",0.0858,143,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,R4988P103,NO0003055501,B00ZG06,NORDIC SEMICONDUCTOR ASA COMMON STOCK NOK 0.01,,"66,006.89","7,189.35",0.0857,"1,261",,1/1/1900,Information Technology,NORWAY
10/31/2019,Q8505L116,AU000000SGM7,B0LCW75,SIMS METAL MANAGEMENT LTD COMMON STOCK AUD 0,SGM,"10,438.95","7,191.91",0.0857,"1,116",,1/1/1900,Materials,AUSTRALIA
10/31/2019,B4567G117,BE0003699130,5249080,GIMV NV COMMON STOCK EUR 0,,"6,450.02","7,195.97",0.0857,120,,1/1/1900,Financials,BELGIUM
10/31/2019,J89365100,JP3598200008,6894928,TOPRE CORP COMMON STOCK JPY,5975,"774,100.52","7,160.64",0.0853,409,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,H01301128,CH0432492467,BJT1GR5,ALCON INC COMMON STOCK CHF 0.04,ALC,"7,064.10","7,158.95",0.0853,121,,1/1/1900,Health Care,SWITZERLAND
10/31/2019,M8209Q100,IL0010989205,B1NYV46,REIT 1 LTD REIT ILS 1,RIT1,"25,231.36","7,160.78",0.0853,"1,131",,1/1/1900,Real Estate,ISRAEL
10/31/2019,M7S2CK109,IL0011284465,BBT3PS9,PLUS500 LTD COMMON STOCK GBP 0.01,,"5,514.89","7,136.26",0.085,689,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,F31665106,FR0000121667,7212477,ESSILORLUXOTTICA SA COMMON STOCK EUR 0.18,,"6,385.08","7,123.51",0.0849,47,,1/1/1900,Consumer Discretionary,FRANCE
10/31/2019,J78013109,JP3407000003,6859080,SUMITOMO WAREHOUSE CO LTD/THE COMMON STOCK JPY,9303,"769,089.82","7,114.29",0.0848,521,,1/1/1900,Industrials,JAPAN
10/31/2019,F49518107,FR0000045528,7110463,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL DE,,"6,362.56","7,098.39",0.0846,65,,1/1/1900,Financials,FRANCE
10/31/2019,Q73992101,AU0000061897,BKRKNV4,PERENTI GLOBAL LTD COMMON STOCK AUD 0,PRN,"10,297.42","7,094.41",0.0845,"4,497",,1/1/1900,Materials,AUSTRALIA
10/31/2019,J7772M102,JP3892100003,6431897,SUMITOMO MITSUI TRUST HOLDINGS INC COMMON STOCK,8309,"766,793.25","7,093.04",0.0845,193,,1/1/1900,Financials,JAPAN
10/31/2019,G5800U107,BMG5800U1071,B58YWF7,MAN WAH HOLDINGS LTD COMMON STOCK HKD 0.4,1999,"55,394.10","7,067.65",0.0842,"10,354",,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,J76702109,JP3399200009,6841913,STARTS CORP INC COMMON STOCK JPY,8850,"762,656.58","7,054.78",0.0841,272,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,G68437139,BMG684371393,B01RQM3,PACIFIC BASIN SHIPPING LTD COMMON STOCK HKD 0.01,2343,"55,338.37","7,060.54",0.0841,"30,406",,1/1/1900,Industrials,HONG KONG
10/31/2019,G80797106,GB0008025412,802541,SIG PLC COMMON STOCK GBP 10,,"5,452.72","7,055.82",0.0841,"4,843",,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,N9145V103,NL0000302636,5716302,VAN LANSCHOT KEMPEN NV DUTCH CERT EUR 1,,"6,315.86","7,046.29",0.084,306,,1/1/1900,Financials,NETHERLANDS
10/31/2019,G5689U103,GB00B0SWJX34,B0SWJX3,LONDON STOCK EXCHANGE GROUP PLC COMMON STOCK GBP,,"5,447.52","7,049.09",0.084,78,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,D16212140,DE0005439004,4598589,CONTINENTAL AG COMMON STOCK EUR 0,,"6,287.87","7,015.06",0.0836,52,,1/1/1900,Consumer Discretionary,GERMANY
10/31/2019,J75734103,JP3162600005,6763965,SMC CORP/JAPAN COMMON STOCK JPY,6273,"751,446.20","6,951.08",0.0828,16,,1/1/1900,Industrials,JAPAN
10/31/2019,B5337G162,BE0003565737,4497749,KBC GROUP NV COMMON STOCK EUR 0,,"6,210.79","6,929.06",0.0826,99,,1/1/1900,Financials,BELGIUM
10/31/2019,G2891G105,GB00BYX7JT74,BYX7JT7,DIVERSIFIED GAS & OIL PLC COMMON STOCK GBP 1,DGOC,"5,320.02","6,884.11",0.082,"4,972",,1/1/1900,Energy,UNITED KINGDOM
10/31/2019,J53892105,JP3662200009,6638331,NICHIHA CORP COMMON STOCK JPY,7943,"742,086.52","6,864.50",0.0818,237,,1/1/1900,Industrials,JAPAN
10/31/2019,J67220103,JP3324000003,6772853,SAN-IN GODO BANK LTD/THE COMMON STOCK JPY,8381,"742,289.10","6,866.37",0.0818,"1,158",,1/1/1900,Financials,JAPAN
10/31/2019,F3808N101,FR0011476928,B7VQL46,FNAC DARTY SA COMMON STOCK EUR 50,,"6,144.22","6,854.80",0.0817,118,,1/1/1900,Consumer Discretionary,FRANCE
10/31/2019,J1266Z109,JP3164470001,6512714,EDION CORP COMMON STOCK JPY,2730,"734,319.22","6,792.65",0.0809,681,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,W25381141,SE0000148884,4813345,SKANDINAVISKA ENSKILDA BANKEN AB COMMON STOCK SEK,,"65,355.26","6,783.60",0.0808,706,,1/1/1900,Financials,SWEDEN
10/31/2019,G34804107,BMG348041077,6339872,FIRST PACIFIC CO LTD COMMON STOCK HKD 0.01,142,"53,132.56","6,779.10",0.0808,"17,711",,1/1/1900,Financials,HONG KONG
